frame,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32
frame_000001.jpg,"('0.5673', '-0.0045', '-0.8820')","('0.5729', '-0.0185', '-0.8442')","('0.5830', '-0.0165', '-0.8452')","('0.5925', '-0.0149', '-0.8454')","('0.5403', '-0.0201', '-0.8555')","('0.5268', '-0.0187', '-0.8565')","('0.5125', '-0.0170', '-0.8573')","('0.5823', '-0.0001', '-0.6021')","('0.4777', '0.0051', '-0.6416')","('0.5801', '0.0236', '-0.7816')","('0.5383', '0.0239', '-0.7995')","('0.6916', '0.1628', '-0.4729')","('0.3567', '0.1683', '-0.3957')","('0.8772', '0.2817', '-0.3957')","('0.2437', '0.3284', '-0.3618')","('0.9604', '0.4183', '-0.6553')","('0.0968', '0.4376', '-0.6310')","('0.9606', '0.4649', '-0.7188')","('0.0622', '0.4849', '-0.7086')","('0.9371', '0.4701', '-0.8314')","('0.0551', '0.4861', '-0.8246')","('0.9284', '0.4532', '-0.7049')","('0.0745', '0.4686', '-0.6887')","('0.6156', '0.4694', '-0.0532')","('0.4515', '0.4671', '0.0524')","('0.6470', '0.7168', '-0.1313')","('0.4603', '0.7154', '0.0091')","('0.7195', '0.9472', '0.2220')","('0.4814', '0.9309', '0.4110')","('0.7498', '0.9705', '0.2353')","('0.5043', '0.9452', '0.4366')","('0.6590', '0.9884', '-0.1309')","('0.4641', '0.9885', '0.1221')"
frame_000002.jpg,"('0.5637', '-0.0100', '-0.8737')","('0.5702', '-0.0254', '-0.8370')","('0.5811', '-0.0231', '-0.8380')","('0.5909', '-0.0216', '-0.8382')","('0.5349', '-0.0275', '-0.8474')","('0.5210', '-0.0259', '-0.8485')","('0.5071', '-0.0237', '-0.8492')","('0.5805', '-0.0054', '-0.6096')","('0.4780', '0.0016', '-0.6447')","('0.5789', '0.0205', '-0.7797')","('0.5399', '0.0206', '-0.7961')","('0.6882', '0.1652', '-0.4929')","('0.3602', '0.1648', '-0.3996')","('0.8645', '0.2792', '-0.4252')","('0.2510', '0.3222', '-0.3222')","('0.9603', '0.4133', '-0.6796')","('0.0956', '0.4318', '-0.5171')","('0.9635', '0.4610', '-0.7394')","('0.0685', '0.4821', '-0.5773')","('0.9413', '0.4667', '-0.8470')","('0.0628', '0.4831', '-0.6939')","('0.9328', '0.4500', '-0.7271')","('0.0798', '0.4648', '-0.5728')","('0.6092', '0.4671', '-0.0580')","('0.4569', '0.4652', '0.0571')","('0.6514', '0.7098', '-0.0849')","('0.4710', '0.6996', '0.0726')","('0.7246', '0.9350', '0.2695')","('0.5089', '0.9112', '0.5413')","('0.7469', '0.9536', '0.2839')","('0.5369', '0.9403', '0.5757')","('0.6644', '0.9843', '-0.0535')","('0.4740', '0.9595', '0.3145')"
frame_000003.jpg,"('0.5687', '-0.0024', '-0.7437')","('0.5758', '-0.0201', '-0.7086')","('0.5853', '-0.0181', '-0.7096')","('0.5938', '-0.0167', '-0.7098')","('0.5421', '-0.0228', '-0.7209')","('0.5281', '-0.0219', '-0.7219')","('0.5140', '-0.0206', '-0.7225')","('0.5801', '-0.0039', '-0.5017')","('0.4797', '0.0007', '-0.5465')","('0.5789', '0.0267', '-0.6587')","('0.5407', '0.0254', '-0.6776')","('0.6758', '0.1663', '-0.4129')","('0.3577', '0.1660', '-0.3481')","('0.8516', '0.2780', '-0.4149')","('0.2457', '0.3218', '-0.3234')","('0.9543', '0.4045', '-0.7062')","('0.0941', '0.4251', '-0.5303')","('0.9616', '0.4542', '-0.7707')","('0.0595', '0.4766', '-0.5888')","('0.9433', '0.4582', '-0.8670')","('0.0543', '0.4776', '-0.6987')","('0.9309', '0.4420', '-0.7519')","('0.0729', '0.4600', '-0.5840')","('0.6059', '0.4750', '-0.0417')","('0.4553', '0.4736', '0.0408')","('0.6584', '0.7139', '-0.1005')","('0.4864', '0.7102', '0.0572')","('0.7529', '0.9410', '0.1804')","('0.5038', '0.9129', '0.5179')","('0.7728', '0.9685', '0.1892')","('0.5226', '0.9392', '0.5529')","('0.7452', '0.9904', '-0.1203')","('0.4882', '0.9641', '0.3237')"
frame_000004.jpg,"('0.5582', '-0.0010', '-0.7813')","('0.5600', '-0.0185', '-0.7447')","('0.5688', '-0.0174', '-0.7456')","('0.5765', '-0.0171', '-0.7458')","('0.5295', '-0.0193', '-0.7613')","('0.5157', '-0.0176', '-0.7622')","('0.5012', '-0.0148', '-0.7628')","('0.5650', '-0.0032', '-0.5293')","('0.4690', '0.0097', '-0.5924')","('0.5713', '0.0271', '-0.6933')","('0.5353', '0.0269', '-0.7174')","('0.6614', '0.1673', '-0.4287')","('0.3540', '0.1692', '-0.3804')","('0.8391', '0.2771', '-0.4044')","('0.2357', '0.3199', '-0.3560')","('0.9564', '0.4004', '-0.6808')","('0.0812', '0.4222', '-0.5642')","('0.9672', '0.4484', '-0.7420')","('0.0372', '0.4714', '-0.6205')","('0.9501', '0.4536', '-0.8417')","('0.0328', '0.4716', '-0.7320')","('0.9370', '0.4382', '-0.7278')","('0.0528', '0.4542', '-0.6194')","('0.5950', '0.4730', '-0.0315')","('0.4518', '0.4723', '0.0307')","('0.6642', '0.7065', '-0.0787')","('0.4810', '0.7022', '0.0703')","('0.7759', '0.9444', '0.1697')","('0.5024', '0.9058', '0.5306')","('0.7718', '0.9643', '0.1742')","('0.5203', '0.9354', '0.5643')","('0.7456', '0.9875', '-0.1720')","('0.4920', '0.9930', '0.3015')"
frame_000005.jpg,"('0.5627', '0.0037', '-0.7461')","('0.5585', '-0.0139', '-0.7088')","('0.5645', '-0.0129', '-0.7098')","('0.5702', '-0.0126', '-0.7099')","('0.5339', '-0.0148', '-0.7317')","('0.5208', '-0.0135', '-0.7325')","('0.5062', '-0.0110', '-0.7331')","('0.5500', '0.0012', '-0.5003')","('0.4679', '0.0127', '-0.5921')","('0.5698', '0.0309', '-0.6613')","('0.5421', '0.0319', '-0.6936')","('0.6507', '0.1664', '-0.4013')","('0.3546', '0.1718', '-0.3996')","('0.8139', '0.2714', '-0.3862')","('0.2336', '0.3172', '-0.3748')","('0.9506', '0.3900', '-0.6674')","('0.0779', '0.4186', '-0.5411')","('0.9641', '0.4391', '-0.7254')","('0.0356', '0.4669', '-0.5896')","('0.9528', '0.4434', '-0.8220')","('0.0319', '0.4659', '-0.6976')","('0.9400', '0.4266', '-0.7142')","('0.0514', '0.4499', '-0.5943')","('0.5928', '0.4685', '-0.0044')","('0.4570', '0.4684', '0.0035')","('0.6757', '0.7034', '-0.0313')","('0.4957', '0.7008', '0.0347')","('0.7964', '0.9408', '0.1871')","('0.5094', '0.9135', '0.4285')","('0.7994', '0.9640', '0.1890')","('0.5172', '0.9468', '0.4547')","('0.7968', '0.9891', '-0.1446')","('0.5128', '1.0096', '0.1818')"
frame_000006.jpg,"('0.5642', '0.0311', '-0.7560')","('0.5571', '0.0118', '-0.7169')","('0.5617', '0.0121', '-0.7178')","('0.5664', '0.0122', '-0.7179')","('0.5352', '0.0109', '-0.7423')","('0.5254', '0.0123', '-0.7431')","('0.5143', '0.0147', '-0.7437')","('0.5439', '0.0301', '-0.5084')","('0.4744', '0.0378', '-0.6124')","('0.5724', '0.0585', '-0.6724')","('0.5447', '0.0582', '-0.7082')","('0.6472', '0.1918', '-0.4108')","('0.3625', '0.1980', '-0.4514')","('0.8076', '0.2944', '-0.4107')","('0.2391', '0.3516', '-0.4392')","('0.9403', '0.4101', '-0.6943')","('0.0885', '0.4530', '-0.6008')","('0.9581', '0.4535', '-0.7470')","('0.0438', '0.4908', '-0.6493')","('0.9500', '0.4565', '-0.8433')","('0.0395', '0.4927', '-0.7559')","('0.9366', '0.4422', '-0.7410')","('0.0590', '0.4815', '-0.6537')","('0.5971', '0.4960', '0.0148')","('0.4557', '0.4976', '-0.0156')","('0.6842', '0.7330', '0.0289')","('0.4831', '0.7502', '0.0186')","('0.8131', '0.9513', '0.2041')","('0.5312', '0.9449', '0.3473')","('0.8150', '0.9660', '0.2027')","('0.5391', '0.9549', '0.3681')","('0.8363', '1.0110', '-0.0774')","('0.5286', '1.0563', '0.1367')"
frame_000007.jpg,"('0.5778', '0.0255', '-0.6555')","('0.5621', '0.0037', '-0.6101')","('0.5632', '0.0043', '-0.6112')","('0.5649', '0.0046', '-0.6113')","('0.5486', '0.0052', '-0.6487')","('0.5390', '0.0067', '-0.6496')","('0.5264', '0.0088', '-0.6502')","('0.5334', '0.0187', '-0.3786')","('0.4811', '0.0272', '-0.5448')","('0.5768', '0.0532', '-0.5633')","('0.5572', '0.0534', '-0.6179')","('0.6381', '0.1745', '-0.2997')","('0.3531', '0.1890', '-0.4125')","('0.7857', '0.2756', '-0.2844')","('0.2457', '0.3453', '-0.5512')","('0.9304', '0.3780', '-0.5840')","('0.0919', '0.4359', '-0.8993')","('0.9535', '0.4267', '-0.6370')","('0.0520', '0.4755', '-0.9879')","('0.9455', '0.4300', '-0.7432')","('0.0453', '0.4748', '-1.0822')","('0.9320', '0.4169', '-0.6346')","('0.0640', '0.4622', '-0.9533')","('0.5935', '0.4898', '0.0322')","('0.4509', '0.4970', '-0.0328')","('0.6959', '0.7304', '0.1302')","('0.4603', '0.7687', '-0.0479')","('0.8533', '0.9571', '0.4012')","('0.5160', '0.9399', '0.3397')","('0.8606', '0.9739', '0.4082')","('0.5276', '0.9495', '0.3655')","('0.8833', '1.0052', '0.1088')","('0.5428', '0.9807', '0.1002')"
frame_000008.jpg,"('0.5617', '0.0262', '-0.6582')","('0.5486', '0.0063', '-0.6157')","('0.5509', '0.0069', '-0.6167')","('0.5540', '0.0070', '-0.6167')","('0.5340', '0.0078', '-0.6519')","('0.5233', '0.0100', '-0.6527')","('0.5112', '0.0124', '-0.6533')","('0.5257', '0.0217', '-0.3957')","('0.4707', '0.0301', '-0.5504')","('0.5642', '0.0539', '-0.5703')","('0.5434', '0.0532', '-0.6213')","('0.6255', '0.1779', '-0.2949')","('0.3521', '0.1903', '-0.4291')","('0.7761', '0.2740', '-0.2652')","('0.2404', '0.3477', '-0.5404')","('0.9252', '0.3653', '-0.5456')","('0.0873', '0.4384', '-0.8346')","('0.9586', '0.4114', '-0.5924')","('0.0477', '0.4750', '-0.9124')","('0.9522', '0.4181', '-0.6990')","('0.0424', '0.4761', '-1.0066')","('0.9368', '0.4059', '-0.5964')","('0.0620', '0.4643', '-0.8874')","('0.5834', '0.4948', '0.0522')","('0.4451', '0.5014', '-0.0528')","('0.6953', '0.7331', '0.1585')","('0.4544', '0.7761', '-0.0504')","('0.8629', '0.9455', '0.3792')","('0.5059', '0.9499', '0.2644')","('0.8721', '0.9686', '0.3806')","('0.5084', '0.9599', '0.2812')","('0.8925', '1.0011', '0.0830')","('0.5252', '1.0727', '-0.0034')"
frame_000009.jpg,"('0.5530', '0.0104', '-0.7455')","('0.5429', '-0.0080', '-0.7106')","('0.5441', '-0.0066', '-0.7116')","('0.5453', '-0.0053', '-0.7117')","('0.5276', '-0.0079', '-0.7383')","('0.5177', '-0.0064', '-0.7392')","('0.5070', '-0.0049', '-0.7398')","('0.5197', '0.0072', '-0.5072')","('0.4751', '0.0096', '-0.6237')","('0.5471', '0.0369', '-0.6627')","('0.5293', '0.0361', '-0.7023')","('0.6165', '0.1577', '-0.4038')","('0.3460', '0.1761', '-0.4672')","('0.7631', '0.2531', '-0.3977')","('0.2368', '0.3304', '-0.5269')","('0.9217', '0.3386', '-0.6822')","('0.0871', '0.4246', '-0.7974')","('0.9521', '0.3841', '-0.7311')","('0.0439', '0.4587', '-0.8688')","('0.9491', '0.3893', '-0.8354')","('0.0378', '0.4593', '-0.9636')","('0.9329', '0.3759', '-0.7322')","('0.0582', '0.4497', '-0.8493')","('0.5692', '0.4706', '0.0214')","('0.4379', '0.4772', '-0.0221')","('0.6813', '0.7101', '0.0872')","('0.4369', '0.7517', '-0.0171')","('0.8662', '0.9253', '0.3065')","('0.4867', '0.9452', '0.2514')","('0.8770', '0.9510', '0.3091')","('0.4929', '0.9568', '0.2642')","('0.8787', '0.9829', '0.0098')","('0.4883', '1.0853', '-0.0275')"
frame_000010.jpg,"('0.5339', '0.0300', '-0.6622')","('0.5171', '0.0093', '-0.6257')","('0.5163', '0.0102', '-0.6267')","('0.5160', '0.0109', '-0.6267')","('0.5063', '0.0109', '-0.6645')","('0.4978', '0.0130', '-0.6652')","('0.4866', '0.0155', '-0.6658')","('0.4807', '0.0267', '-0.4281')","('0.4439', '0.0343', '-0.5967')","('0.5298', '0.0584', '-0.5822')","('0.5156', '0.0587', '-0.6374')","('0.5837', '0.1770', '-0.3399')","('0.3168', '0.2031', '-0.4997')","('0.7372', '0.2692', '-0.3868')","('0.2040', '0.3565', '-0.6512')","('0.8996', '0.3445', '-0.7518')","('0.0539', '0.4456', '-0.9896')","('0.9388', '0.3864', '-0.8131')","('0.0183', '0.4722', '-1.0831')","('0.9352', '0.3895', '-0.9202')","('0.0077', '0.4696', '-1.1701')","('0.9171', '0.3768', '-0.8057')","('0.0296', '0.4625', '-1.0414')","('0.5396', '0.5039', '0.0648')","('0.4037', '0.5077', '-0.0653')","('0.6766', '0.7346', '0.1769')","('0.3779', '0.7945', '-0.0754')","('0.8626', '0.9442', '0.4279')","('0.4522', '0.9544', '0.2901')","('0.8647', '0.9711', '0.4325')","('0.4591', '0.9642', '0.3130')","('0.8917', '1.0034', '0.1265')","('0.4800', '1.0013', '0.0302')"
