frame,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32
frame_001356.jpg,"('0.2536', '0.1031', '-0.2638')","('0.2652', '0.0873', '-0.2622')","('0.2702', '0.0869', '-0.2626')","('0.2765', '0.0870', '-0.2627')","('0.2622', '0.0869', '-0.2329')","('0.2641', '0.0860', '-0.2332')","('0.2661', '0.0849', '-0.2333')","('0.3074', '0.0957', '-0.2159')","('0.2928', '0.0924', '-0.0852')","('0.2659', '0.1232', '-0.2444')","('0.2611', '0.1209', '-0.2091')","('0.3892', '0.1988', '-0.1818')","('0.2493', '0.2100', '-0.0194')","('0.5014', '0.2490', '-0.2090')","('0.1764', '0.2725', '-0.2740')","('0.6155', '0.2808', '-0.3402')","('0.1112', '0.2914', '-0.7232')","('0.6531', '0.2978', '-0.3816')","('0.0766', '0.3068', '-0.8117')","('0.6520', '0.3037', '-0.4384')","('0.0841', '0.2954', '-0.8443')","('0.6359', '0.3002', '-0.3659')","('0.1012', '0.2896', '-0.7556')","('0.4641', '0.3866', '-0.0263')","('0.3942', '0.4497', '0.0260')","('0.6295', '0.2885', '-0.0770')","('0.3847', '0.6481', '-0.1728')","('0.7061', '0.3355', '0.2382')","('0.4260', '0.8498', '-0.0444')","('0.7069', '0.3553', '0.2591')","('0.4597', '0.8998', '-0.0379')","('0.7416', '0.3295', '0.1477')","('0.4032', '0.9331', '-0.2113')"
frame_001360.jpg,"('0.2429', '0.1044', '-0.1657')","('0.2560', '0.0884', '-0.1617')","('0.2603', '0.0891', '-0.1622')","('0.2651', '0.0898', '-0.1623')","('0.2545', '0.0872', '-0.1351')","('0.2575', '0.0871', '-0.1355')","('0.2607', '0.0869', '-0.1357')","('0.2971', '0.0986', '-0.1094')","('0.2881', '0.0955', '0.0103')","('0.2526', '0.1244', '-0.1442')","('0.2503', '0.1227', '-0.1124')","('0.3925', '0.2059', '-0.0750')","('0.2384', '0.2211', '0.0972')","('0.5111', '0.2560', '-0.0914')","('0.1622', '0.2945', '-0.0652')","('0.6317', '0.2723', '-0.2479')","('0.0902', '0.3009', '-0.4600')","('0.6676', '0.2836', '-0.2857')","('0.0636', '0.3081', '-0.5308')","('0.6713', '0.2848', '-0.3436')","('0.0644', '0.2929', '-0.5740')","('0.6559', '0.2837', '-0.2746')","('0.0784', '0.2904', '-0.4945')","('0.4586', '0.3960', '-0.0362')","('0.3759', '0.4580', '0.0357')","('0.6640', '0.3787', '-0.1156')","('0.3674', '0.6583', '-0.1743')","('0.8645', '0.4006', '0.0006')","('0.4468', '0.8488', '-0.0368')","('0.8738', '0.4089', '-0.0020')","('0.4797', '0.8755', '-0.0305')","('0.9106', '0.4119', '-0.1631')","('0.4039', '0.9175', '-0.1937')"
frame_001363.jpg,"('0.2324', '0.1077', '-0.1736')","('0.2432', '0.0908', '-0.1743')","('0.2482', '0.0911', '-0.1747')","('0.2543', '0.0918', '-0.1748')","('0.2396', '0.0902', '-0.1376')","('0.2410', '0.0897', '-0.1380')","('0.2427', '0.0890', '-0.1381')","('0.2880', '0.1003', '-0.1391')","('0.2747', '0.0973', '0.0286')","('0.2440', '0.1277', '-0.1582')","('0.2377', '0.1269', '-0.1119')","('0.3796', '0.2135', '-0.1443')","('0.2304', '0.2218', '0.1436')","('0.4978', '0.2580', '-0.2131')","('0.1487', '0.2946', '-0.0458')","('0.6343', '0.2739', '-0.3444')","('0.0796', '0.3159', '-0.4555')","('0.6694', '0.2893', '-0.3872')","('0.0527', '0.3253', '-0.5128')","('0.6728', '0.2929', '-0.4328')","('0.0506', '0.3111', '-0.5601')","('0.6561', '0.2896', '-0.3664')","('0.0646', '0.3076', '-0.4914')","('0.4571', '0.3925', '-0.0890')","('0.3821', '0.4523', '0.0884')","('0.6260', '0.3605', '-0.4914')","('0.3805', '0.6712', '-0.1140')","('0.7023', '0.3573', '-0.4590')","('0.4551', '0.8502', '-0.0141')","('0.7028', '0.3778', '-0.4679')","('0.4746', '0.8619', '-0.0128')","('0.7363', '0.3246', '-0.6445')","('0.4124', '0.9254', '-0.1837')"
frame_001364.jpg,"('0.2275', '0.1034', '-0.1748')","('0.2391', '0.0905', '-0.1785')","('0.2438', '0.0909', '-0.1789')","('0.2496', '0.0914', '-0.1791')","('0.2365', '0.0897', '-0.1439')","('0.2390', '0.0893', '-0.1442')","('0.2419', '0.0886', '-0.1442')","('0.2818', '0.1011', '-0.1614')","('0.2702', '0.0977', '-0.0040')","('0.2373', '0.1260', '-0.1663')","('0.2332', '0.1255', '-0.1234')","('0.3761', '0.2078', '-0.1995')","('0.2276', '0.2240', '0.1200')","('0.4965', '0.2507', '-0.2701')","('0.1468', '0.2907', '-0.0347')","('0.6295', '0.2720', '-0.4017')","('0.0899', '0.3119', '-0.4072')","('0.6661', '0.2831', '-0.4516')","('0.0575', '0.3215', '-0.4663')","('0.6686', '0.2887', '-0.4980')","('0.0589', '0.3113', '-0.5134')","('0.6538', '0.2877', '-0.4239')","('0.0793', '0.3071', '-0.4429')","('0.4608', '0.3755', '-0.0915')","('0.3882', '0.4382', '0.0910')","('0.6319', '0.3723', '-0.2835')","('0.3886', '0.6603', '-0.1361')","('0.7946', '0.4184', '-0.1061')","('0.4522', '0.8491', '-0.1152')","('0.8037', '0.4416', '-0.1001')","('0.5257', '0.8734', '-0.1216')","('0.9125', '0.4318', '-0.2319')","('0.4523', '0.9309', '-0.2836')"
frame_001365.jpg,"('0.2349', '0.1065', '-0.2606')","('0.2441', '0.0906', '-0.2640')","('0.2488', '0.0907', '-0.2644')","('0.2544', '0.0909', '-0.2645')","('0.2411', '0.0900', '-0.2336')","('0.2429', '0.0895', '-0.2339')","('0.2454', '0.0887', '-0.2340')","('0.2878', '0.0989', '-0.2370')","('0.2770', '0.0971', '-0.0982')","('0.2460', '0.1267', '-0.2476')","('0.2412', '0.1267', '-0.2099')","('0.3862', '0.2040', '-0.2260')","('0.2379', '0.2210', '0.0167')","('0.5034', '0.2456', '-0.2786')","('0.1598', '0.2928', '-0.1044')","('0.6278', '0.2679', '-0.4240')","('0.0885', '0.3215', '-0.4260')","('0.6603', '0.2829', '-0.4699')","('0.0682', '0.3307', '-0.4818')","('0.6644', '0.2887', '-0.5216')","('0.0657', '0.3221', '-0.5290')","('0.6499', '0.2865', '-0.4482')","('0.0756', '0.3201', '-0.4596')","('0.4618', '0.3747', '-0.0661')","('0.3886', '0.4352', '0.0656')","('0.6456', '0.3694', '-0.2620')","('0.4020', '0.6524', '-0.1664')","('0.8169', '0.4260', '-0.2010')","('0.4494', '0.8364', '-0.1243')","('0.8656', '0.4309', '-0.2093')","('0.4826', '0.8734', '-0.1291')","('0.8758', '0.4314', '-0.3771')","('0.4083', '0.9128', '-0.2911')"
frame_001366.jpg,"('0.2226', '0.1063', '-0.2522')","('0.2320', '0.0915', '-0.2511')","('0.2365', '0.0912', '-0.2515')","('0.2418', '0.0912', '-0.2516')","('0.2300', '0.0912', '-0.2231')","('0.2328', '0.0904', '-0.2235')","('0.2363', '0.0892', '-0.2236')","('0.2753', '0.0994', '-0.2060')","('0.2643', '0.0975', '-0.0790')","('0.2342', '0.1277', '-0.2335')","('0.2300', '0.1277', '-0.1993')","('0.3791', '0.2066', '-0.1790')","('0.2227', '0.2243', '0.0096')","('0.4991', '0.2536', '-0.2142')","('0.1435', '0.2964', '-0.1281')","('0.6251', '0.2779', '-0.3685')","('0.0751', '0.3356', '-0.4679')","('0.6615', '0.2915', '-0.4168')","('0.0562', '0.3494', '-0.5329')","('0.6637', '0.2950', '-0.4745')","('0.0534', '0.3393', '-0.5822')","('0.6477', '0.2925', '-0.3959')","('0.0635', '0.3354', '-0.5036')","('0.4630', '0.3825', '-0.0390')","('0.3894', '0.4437', '0.0387')","('0.6671', '0.3307', '-0.1638')","('0.3974', '0.6523', '-0.1467')","('0.8271', '0.4220', '0.0274')","('0.4335', '0.8571', '-0.0388')","('0.8384', '0.4511', '0.0330')","('0.4520', '0.8748', '-0.0366')","('0.8922', '0.4285', '-0.1363')","('0.4166', '0.8998', '-0.2257')"
frame_001368.jpg,"('0.2248', '0.1026', '-0.1880')","('0.2368', '0.0860', '-0.1977')","('0.2416', '0.0866', '-0.1982')","('0.2482', '0.0873', '-0.1982')","('0.2342', '0.0853', '-0.1610')","('0.2365', '0.0851', '-0.1614')","('0.2391', '0.0848', '-0.1616')","('0.2835', '0.0964', '-0.1920')","('0.2728', '0.0946', '-0.0242')","('0.2379', '0.1224', '-0.1812')","('0.2343', '0.1213', '-0.1356')","('0.3885', '0.1974', '-0.1602')","('0.2350', '0.2170', '0.0887')","('0.5155', '0.2494', '-0.1953')","('0.1516', '0.3040', '0.1164')","('0.6410', '0.2773', '-0.3262')","('0.0541', '0.3524', '-0.0120')","('0.6811', '0.2892', '-0.3603')","('0.0337', '0.3666', '-0.0310')","('0.6851', '0.2913', '-0.4094')","('0.0306', '0.3577', '-0.0862')","('0.6673', '0.2897', '-0.3487')","('0.0409', '0.3533', '-0.0449')","('0.4782', '0.3892', '-0.0423')","('0.4030', '0.4535', '0.0420')","('0.6974', '0.3629', '-0.0737')","('0.4028', '0.6547', '-0.1018')","('0.9131', '0.3954', '0.0599')","('0.4431', '0.8539', '0.0660')","('0.9232', '0.4018', '0.0590')","('0.4668', '0.8717', '0.0756')","('0.9328', '0.4054', '-0.1236')","('0.4287', '0.9317', '-0.0994')"
frame_001369.jpg,"('0.2390', '0.1076', '-0.2134')","('0.2496', '0.0913', '-0.2172')","('0.2544', '0.0910', '-0.2176')","('0.2602', '0.0909', '-0.2177')","('0.2469', '0.0910', '-0.1871')","('0.2494', '0.0904', '-0.1875')","('0.2521', '0.0898', '-0.1877')","('0.2957', '0.0984', '-0.1952')","('0.2831', '0.0965', '-0.0573')","('0.2511', '0.1267', '-0.2007')","('0.2478', '0.1259', '-0.1639')","('0.4021', '0.2015', '-0.1414')","('0.2403', '0.2235', '0.0281')","('0.5262', '0.2574', '-0.1684')","('0.1515', '0.3118', '0.0207')","('0.6521', '0.2868', '-0.3189')","('0.0489', '0.3620', '-0.1154')","('0.6923', '0.2948', '-0.3506')","('0.0362', '0.3821', '-0.1431')","('0.6980', '0.2964', '-0.4062')","('0.0319', '0.3785', '-0.1956')","('0.6812', '0.2975', '-0.3446')","('0.0392', '0.3721', '-0.1467')","('0.4778', '0.3944', '-0.0282')","('0.4031', '0.4552', '0.0278')","('0.5884', '0.2279', '-0.0712')","('0.4070', '0.6587', '-0.1279')","('0.7343', '0.3316', '0.1314')","('0.4561', '0.8568', '0.0468')","('0.7423', '0.3589', '0.1389')","('0.4842', '0.8790', '0.0585')","('0.7786', '0.3211', '-0.0055')","('0.4402', '0.9380', '-0.1065')"
frame_001371.jpg,"('0.2741', '0.1058', '-0.2334')","('0.2840', '0.0905', '-0.2363')","('0.2890', '0.0901', '-0.2366')","('0.2950', '0.0897', '-0.2366')","('0.2825', '0.0903', '-0.2078')","('0.2860', '0.0896', '-0.2082')","('0.2899', '0.0886', '-0.2084')","('0.3264', '0.0972', '-0.2039')","('0.3173', '0.0956', '-0.0739')","('0.2870', '0.1269', '-0.2172')","('0.2843', '0.1259', '-0.1825')","('0.4209', '0.2093', '-0.1419')","('0.2744', '0.2210', '0.0205')","('0.5400', '0.2641', '-0.1394')","('0.1882', '0.3098', '0.0214')","('0.6561', '0.2949', '-0.2615')","('0.0755', '0.3691', '-0.1461')","('0.6953', '0.3019', '-0.2908')","('0.0618', '0.4062', '-0.1772')","('0.7023', '0.3011', '-0.3481')","('0.0625', '0.4057', '-0.2334')","('0.6871', '0.3044', '-0.2876')","('0.0701', '0.3940', '-0.1791')","('0.4936', '0.3965', '-0.0361')","('0.4206', '0.4592', '0.0358')","('0.6269', '0.2855', '-0.1853')","('0.4094', '0.6531', '-0.1107')","('0.7841', '0.3867', '-0.0129')","('0.4777', '0.8403', '0.0988')","('0.7962', '0.4170', '-0.0068')","('0.5084', '0.8639', '0.1141')","('0.8370', '0.3876', '-0.1489')","('0.4479', '0.9338', '-0.0351')"
frame_001372.jpg,"('0.3049', '0.1033', '-0.2719')","('0.3202', '0.0874', '-0.2754')","('0.3263', '0.0878', '-0.2758')","('0.3334', '0.0886', '-0.2758')","('0.3166', '0.0863', '-0.2398')","('0.3185', '0.0859', '-0.2403')","('0.3204', '0.0851', '-0.2405')","('0.3682', '0.1016', '-0.2473')","('0.3499', '0.0976', '-0.0829')","('0.3162', '0.1262', '-0.2577')","('0.3110', '0.1234', '-0.2133')","('0.4708', '0.2145', '-0.1990')","('0.2981', '0.2255', '-0.0009')","('0.5918', '0.2697', '-0.1970')","('0.2012', '0.3113', '-0.0353')","('0.7263', '0.2989', '-0.3099')","('0.0699', '0.3744', '-0.2357')","('0.7699', '0.3073', '-0.3361')","('0.0453', '0.4104', '-0.2659')","('0.7744', '0.3062', '-0.3973')","('0.0464', '0.4121', '-0.3364')","('0.7592', '0.3069', '-0.3375')","('0.0593', '0.4014', '-0.2755')","('0.5469', '0.4030', '-0.0434')","('0.4653', '0.4677', '0.0429')","('0.6536', '0.2183', '-0.1237')","('0.4507', '0.6554', '-0.0995')","('0.5887', '0.3137', '0.0333')","('0.5291', '0.8433', '0.0473')","('0.5669', '0.3366', '0.0415')","('0.5646', '0.8720', '0.0622')","('0.5649', '0.3019', '-0.0524')","('0.4981', '0.9414', '-0.0544')"
